query_id,flight_id,tile_id,tile_size_m,coverage_ratio,valid_pixel_ratio,black_pixel_ratio,contains_query_center,soft_reason
q_025,DJI_202510311413_010_新建面状航线1,s200_x254624.835_y3365275.528,200.0,0.412815,0.419255,0.580745,1,low_valid_pixel_ratio
q_025,DJI_202510311413_010_新建面状航线1,s300_x254674.835_y3365175.528,300.0,0.417191,0.271113,0.728887,1,low_valid_pixel_ratio
q_025,DJI_202510311413_010_新建面状航线1,s500_x254699.835_y3365275.528,500.0,0.785628,0.317316,0.682684,1,low_valid_pixel_ratio
q_025,DJI_202510311413_010_新建面状航线1,s700_x254408.067_y3365303.442,700.0,1.000000,0.002701,0.997299,1,low_valid_pixel_ratio
q_025,DJI_202510311413_010_新建面状航线1,s500_x254311.063_y3365041.491,500.0,0.512858,0.469611,0.530389,1,low_valid_pixel_ratio
q_025,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3365041.491,500.0,0.614455,0.154935,0.845065,1,low_valid_pixel_ratio
q_025,DJI_202510311413_010_新建面状航线1,s700_x254411.063_y3365291.491,700.0,1.000000,0.096258,0.903742,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s700_x254421.869_y3365387.480,700.0,0.805575,0.012281,0.987719,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s200_x254624.835_y3365125.528,200.0,0.520672,0.401789,0.598211,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s300_x254674.835_y3365175.528,300.0,0.648993,0.271113,0.728887,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s500_x254699.835_y3365275.528,500.0,0.807093,0.317316,0.682684,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s700_x254949.835_y3365375.528,700.0,0.448432,0.012264,0.987736,0,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s700_x254408.067_y3364778.442,700.0,0.582813,0.012302,0.987698,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s700_x254408.067_y3365303.442,700.0,0.973893,0.002701,0.997299,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s200_x254611.063_y3365116.491,200.0,0.523428,0.022346,0.977654,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s300_x254436.063_y3365016.491,300.0,0.408363,0.540519,0.459481,0,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s300_x254661.063_y3365016.491,300.0,0.576524,0.159630,0.840370,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3365041.491,500.0,0.977067,0.154935,0.845065,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s700_x254411.063_y3365291.491,700.0,0.984160,0.096258,0.903742,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3365291.491,700.0,0.527779,0.002697,0.997303,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s200_x254689.058_y3365104.565,200.0,0.407818,0.086374,0.913626,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s500_x254839.058_y3365029.565,500.0,0.515704,0.469657,0.530343,1,low_valid_pixel_ratio
q_026,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,0.516961,0.096272,0.903728,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s700_x254408.067_y3364778.442,700.0,0.743749,0.012302,0.987698,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s300_x254661.063_y3364791.491,300.0,0.522976,0.288685,0.711315,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s300_x254661.063_y3365016.491,300.0,0.671777,0.159630,0.840370,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3364666.491,500.0,0.461896,0.317342,0.682658,0,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3365041.491,500.0,0.964344,0.154935,0.845065,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.869085,0.012284,0.987716,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s300_x254739.058_y3365004.565,300.0,0.687891,0.535108,0.464892,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s500_x254839.058_y3365029.565,500.0,0.840309,0.469657,0.530343,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,0.416718,0.096272,0.903728,0,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s700_x254394.267_y3364694.404,700.0,0.669043,0.002703,0.997297,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s700_x254397.293_y3364682.454,700.0,0.662897,0.096261,0.903739,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,0.823122,0.002699,0.997301,1,low_valid_pixel_ratio
q_027,DJI_202510311413_010_新建面状航线1,s700_x254925.317_y3364670.530,700.0,0.786285,0.096275,0.903725,1,low_valid_pixel_ratio
q_028,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3364666.491,500.0,0.698382,0.317342,0.682658,1,low_valid_pixel_ratio
q_028,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.988417,0.012284,0.987716,1,low_valid_pixel_ratio
q_028,DJI_202510311413_010_新建面状航线1,s500_x254672.293_y3364432.454,500.0,0.633475,0.154947,0.845053,1,low_valid_pixel_ratio
q_028,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,1.000000,0.002699,0.997301,1,low_valid_pixel_ratio
q_028,DJI_202510311413_010_新建面状航线1,s200_x254825.317_y3364495.530,200.0,0.426548,0.076443,0.923557,1,low_valid_pixel_ratio
q_028,DJI_202510311413_010_新建面状航线1,s500_x254825.317_y3364420.530,500.0,0.900784,0.469659,0.530341,1,low_valid_pixel_ratio
q_028,DJI_202510311413_010_新建面状航线1,s700_x254925.317_y3364670.530,700.0,1.000000,0.096275,0.903725,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364157.454,700.0,0.840435,0.012303,0.987697,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s200_x255125.317_y3364195.530,200.0,0.499213,0.436232,0.563768,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s300_x255175.317_y3364170.530,300.0,0.809925,0.288674,0.711326,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s300_x255175.317_y3364395.530,300.0,0.401070,0.159627,0.840373,0,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s500_x255200.317_y3364045.530,500.0,0.796185,0.317006,0.682994,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s500_x255200.317_y3364420.530,500.0,0.766807,0.154938,0.845062,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s700_x255450.317_y3364145.530,700.0,0.775756,0.012284,0.987716,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s500_x255353.340_y3364408.631,500.0,0.630907,0.469707,0.530293,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s700_x254908.525_y3364073.418,700.0,0.793636,0.002701,0.997299,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s700_x254911.579_y3364061.495,700.0,0.804531,0.096279,0.903721,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s700_x255436.579_y3364061.495,700.0,0.824140,0.002697,0.997303,1,low_valid_pixel_ratio
q_029,DJI_202510311413_010_新建面状航线1,s700_x255439.632_y3364049.598,700.0,0.812422,0.096294,0.903706,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364157.454,700.0,0.970791,0.012303,0.987697,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,0.580057,0.002699,0.997301,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s200_x255125.317_y3364345.530,200.0,0.519555,0.359828,0.640172,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s300_x255175.317_y3364395.530,300.0,0.741459,0.159627,0.840373,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s500_x255200.317_y3364420.530,500.0,0.981954,0.154938,0.845062,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x254925.317_y3364670.530,700.0,0.634588,0.096275,0.903725,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x255450.317_y3364145.530,700.0,0.522674,0.012284,0.987716,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s300_x255253.340_y3364383.631,300.0,0.526197,0.535190,0.464810,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s500_x255353.340_y3364408.631,500.0,0.532125,0.469707,0.530293,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x255453.340_y3364658.631,700.0,0.417082,0.096290,0.903710,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x254908.525_y3364073.418,700.0,0.776613,0.002701,0.997299,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x254911.579_y3364061.495,700.0,0.738199,0.096279,0.903721,1,low_valid_pixel_ratio
q_030,DJI_202510311413_010_新建面状航线1,s700_x255436.579_y3364061.495,700.0,0.410260,0.002697,0.997303,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.762571,0.012284,0.987716,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s200_x255139.058_y3364504.565,200.0,0.432187,0.401805,0.598195,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s300_x255189.058_y3364554.565,300.0,0.470761,0.271116,0.728884,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s500_x255214.058_y3364654.565,500.0,0.649845,0.317307,0.682693,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364157.454,700.0,0.660433,0.012303,0.987697,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,0.976807,0.002699,0.997301,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s200_x254975.317_y3364495.530,200.0,0.438861,0.059551,0.940449,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s200_x255125.317_y3364495.530,200.0,0.463998,0.022385,0.977615,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s300_x254950.317_y3364395.530,300.0,0.585395,0.540577,0.459423,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s300_x255175.317_y3364395.530,300.0,0.427082,0.159627,0.840373,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s500_x254825.317_y3364420.530,500.0,0.599038,0.469659,0.530341,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s500_x255200.317_y3364420.530,500.0,0.846816,0.154938,0.845062,1,low_valid_pixel_ratio
q_031,DJI_202510311413_010_新建面状航线1,s700_x254925.317_y3364670.530,700.0,0.989025,0.096275,0.903725,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254421.869_y3365387.480,700.0,0.491348,0.012281,0.987719,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s300_x254674.835_y3365175.528,300.0,0.690508,0.271113,0.728887,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s500_x254699.835_y3365275.528,500.0,0.816866,0.317316,0.682684,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254949.835_y3365375.528,700.0,0.728339,0.012264,0.987736,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254408.067_y3364778.442,700.0,0.447891,0.012302,0.987698,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254408.067_y3365303.442,700.0,0.622912,0.002701,0.997299,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s300_x254661.063_y3365016.491,300.0,0.666476,0.159630,0.840370,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3365041.491,500.0,1.000000,0.154935,0.845065,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254411.063_y3365291.491,700.0,0.644746,0.096258,0.903742,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.548543,0.012284,0.987716,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3365291.491,700.0,0.927665,0.002697,0.997303,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s200_x254689.058_y3365104.565,200.0,0.511502,0.086374,0.913626,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s300_x254739.058_y3365004.565,300.0,0.680819,0.535108,0.464892,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s500_x254839.058_y3365029.565,500.0,0.929975,0.469657,0.530343,1,low_valid_pixel_ratio
q_032,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,0.927991,0.096272,0.903728,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s700_x254421.869_y3365387.480,700.0,0.535992,0.012281,0.987719,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s300_x254674.835_y3365175.528,300.0,0.636458,0.271113,0.728887,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s500_x254699.835_y3365275.528,500.0,0.999006,0.317316,0.682684,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s700_x254949.835_y3365375.528,700.0,0.982035,0.012264,0.987736,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s700_x254408.067_y3365303.442,700.0,0.486132,0.002701,0.997299,0,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3365041.491,500.0,0.723068,0.154935,0.845065,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s700_x254411.063_y3365291.491,700.0,0.496955,0.096258,0.903742,0,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3365291.491,700.0,0.993689,0.002697,0.997303,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s500_x254839.058_y3365029.565,500.0,0.670889,0.469657,0.530343,1,low_valid_pixel_ratio
q_033,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,0.991662,0.096272,0.903728,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s500_x254699.835_y3365275.528,500.0,0.516245,0.317316,0.682684,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s700_x254949.835_y3365375.528,700.0,0.656254,0.012264,0.987736,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3365041.491,500.0,0.778411,0.154935,0.845065,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.766292,0.012284,0.987716,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3365291.491,700.0,0.935891,0.002697,0.997303,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s200_x254839.058_y3365104.565,200.0,0.460854,0.076435,0.923565,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s300_x254739.058_y3365004.565,300.0,0.571337,0.535108,0.464892,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s300_x254964.058_y3365004.565,300.0,0.554137,0.540574,0.459426,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s500_x254839.058_y3365029.565,500.0,1.000000,0.469657,0.530343,1,low_valid_pixel_ratio
q_034,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,0.957593,0.096272,0.903728,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s500_x254686.063_y3365041.491,500.0,0.651652,0.154935,0.845065,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.951595,0.012284,0.987716,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3365291.491,700.0,0.732469,0.002697,0.997303,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s300_x254739.058_y3365004.565,300.0,0.451485,0.535108,0.464892,0,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s300_x254964.058_y3365004.565,300.0,0.762318,0.540574,0.459426,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s500_x254839.058_y3365029.565,500.0,0.999981,0.469657,0.530343,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,0.779039,0.096272,0.903728,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,0.694854,0.002699,0.997301,1,low_valid_pixel_ratio
q_035,DJI_202510311413_010_新建面状航线1,s700_x254925.317_y3364670.530,700.0,0.640524,0.096275,0.903725,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.482196,0.012284,0.987716,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s300_x255189.058_y3364554.565,300.0,0.585886,0.271116,0.728884,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s500_x255214.058_y3364654.565,500.0,0.643443,0.317307,0.682693,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x255464.058_y3364754.565,700.0,0.508680,0.012265,0.987735,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364157.454,700.0,0.661020,0.012303,0.987697,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,0.706916,0.002699,0.997301,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s300_x255175.317_y3364395.530,300.0,0.853292,0.159627,0.840373,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s500_x255200.317_y3364420.530,500.0,1.000000,0.154938,0.845062,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x254925.317_y3364670.530,700.0,0.744570,0.096275,0.903725,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x255450.317_y3364145.530,700.0,0.601392,0.012284,0.987716,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x255450.317_y3364670.530,700.0,0.757683,0.002695,0.997305,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s200_x255203.340_y3364483.631,200.0,0.485168,0.086413,0.913587,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s300_x255253.340_y3364383.631,300.0,0.702997,0.535190,0.464810,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s500_x255353.340_y3364408.631,500.0,0.806465,0.469707,0.530293,1,low_valid_pixel_ratio
q_036,DJI_202510311413_010_新建面状航线1,s700_x255453.340_y3364658.631,700.0,0.767561,0.096290,0.903710,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364157.454,700.0,0.453250,0.012303,0.987697,0,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s300_x255175.317_y3364170.530,300.0,0.552686,0.288674,0.711326,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s500_x255200.317_y3364045.530,500.0,0.697805,0.317006,0.682994,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s500_x255200.317_y3364420.530,500.0,0.825959,0.154938,0.845062,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s700_x255450.317_y3364145.530,700.0,0.998092,0.012284,0.987716,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s300_x255253.340_y3364383.631,300.0,0.514987,0.535190,0.464810,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s500_x255353.340_y3364408.631,500.0,0.873142,0.469707,0.530293,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s700_x254908.525_y3364073.418,700.0,0.403466,0.002701,0.997299,0,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s700_x254911.579_y3364061.495,700.0,0.414509,0.096279,0.903721,0,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s700_x255436.579_y3364061.495,700.0,0.994099,0.002697,0.997303,1,low_valid_pixel_ratio
q_037,DJI_202510311413_010_新建面状航线1,s700_x255439.632_y3364049.598,700.0,0.984641,0.096294,0.903706,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.928063,0.012284,0.987716,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s200_x255139.058_y3364654.565,200.0,0.458322,0.419286,0.580714,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s300_x255189.058_y3364779.565,300.0,0.773196,0.288626,0.711374,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s500_x255214.058_y3364654.565,500.0,0.999938,0.317307,0.682693,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s700_x255464.058_y3364754.565,700.0,0.656689,0.012265,0.987735,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,0.895567,0.002699,0.997301,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s700_x254925.317_y3364670.530,700.0,0.903222,0.096275,0.903725,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s700_x255450.317_y3364670.530,700.0,0.706042,0.002695,0.997305,1,low_valid_pixel_ratio
q_038,DJI_202510311413_010_新建面状航线1,s700_x255453.340_y3364658.631,700.0,0.695184,0.096290,0.903710,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s700_x254949.835_y3365375.528,700.0,0.579369,0.012264,0.987736,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3364766.491,700.0,0.823893,0.012284,0.987716,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3365291.491,700.0,0.900362,0.002697,0.997303,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s200_x254989.058_y3365104.565,200.0,0.451902,0.059551,0.940449,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s300_x254964.058_y3365004.565,300.0,0.845535,0.540574,0.459426,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s500_x254839.058_y3365029.565,500.0,0.861543,0.469657,0.530343,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s500_x255214.058_y3365029.565,500.0,0.581933,0.154926,0.845074,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,0.928084,0.096272,0.903728,1,low_valid_pixel_ratio
q_039,DJI_202510311413_010_新建面状航线1,s700_x254922.293_y3364682.454,700.0,0.453904,0.002699,0.997301,0,low_valid_pixel_ratio
q_040,DJI_202510311413_010_新建面状航线1,s300_x254674.835_y3365400.528,300.0,0.428964,0.288633,0.711367,1,low_valid_pixel_ratio
q_040,DJI_202510311413_010_新建面状航线1,s500_x254699.835_y3365275.528,500.0,0.925653,0.317316,0.682684,1,low_valid_pixel_ratio
q_040,DJI_202510311413_010_新建面状航线1,s700_x254949.835_y3365375.528,700.0,1.000000,0.012264,0.987736,1,low_valid_pixel_ratio
q_040,DJI_202510311413_010_新建面状航线1,s700_x254936.063_y3365291.491,700.0,1.000000,0.002697,0.997303,1,low_valid_pixel_ratio
q_040,DJI_202510311413_010_新建面状航线1,s700_x254939.058_y3365279.565,700.0,1.000000,0.096272,0.903728,1,low_valid_pixel_ratio
