tile_id,scale_level_m,tile_size_m,image_path,source_tif,pixel_col_off,pixel_row_off,pixel_width,pixel_height,center_x,center_y,min_x,min_y,max_x,max_y,affine
s80_x254354.835_y3365605.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254354.835_y3365605.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,431,1,144,144,254354.83531152448,3365605.5278006354,254314.83531152448,3365565.5278006354,254394.83531152448,3365645.5278006354,"[0.556713694315995, 0.0, 254314.77891377467, 0.0, -0.556713694315995, 3365645.7068561036]"
s80_x254354.835_y3365665.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254354.835_y3365665.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,431,-107,144,144,254354.83531152448,3365665.5278006354,254314.83531152448,3365625.5278006354,254394.83531152448,3365705.5278006354,"[0.556713694315995, 0.0, 254314.77891377467, 0.0, -0.556713694315995, 3365705.8319350895]"
s80_x254414.835_y3365065.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365065.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,971,144,144,254414.83531152448,3365065.5278006354,254374.83531152448,3365025.5278006354,254454.83531152448,3365105.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365105.694572617]"
s80_x254414.835_y3365125.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365125.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,863,144,144,254414.83531152448,3365125.5278006354,254374.83531152448,3365085.5278006354,254454.83531152448,3365165.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365165.8196516032]"
s80_x254414.835_y3365185.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365185.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,755,144,144,254414.83531152448,3365185.5278006354,254374.83531152448,3365145.5278006354,254454.83531152448,3365225.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365225.944730589]"
s80_x254414.835_y3365245.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365245.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,648,144,144,254414.83531152448,3365245.5278006354,254374.83531152448,3365205.5278006354,254454.83531152448,3365285.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365285.513095881]"
s80_x254414.835_y3365305.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365305.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,540,144,144,254414.83531152448,3365305.5278006354,254374.83531152448,3365265.5278006354,254454.83531152448,3365345.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365345.6381748673]"
s80_x254414.835_y3365365.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365365.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,432,144,144,254414.83531152448,3365365.5278006354,254374.83531152448,3365325.5278006354,254454.83531152448,3365405.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365405.763253853]"
s80_x254414.835_y3365425.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365425.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,324,144,144,254414.83531152448,3365425.5278006354,254374.83531152448,3365385.5278006354,254454.83531152448,3365465.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365465.8883328396]"
s80_x254414.835_y3365485.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365485.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,216,144,144,254414.83531152448,3365485.5278006354,254374.83531152448,3365445.5278006354,254454.83531152448,3365525.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365526.0134118255]"
s80_x254414.835_y3365545.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365545.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,109,144,144,254414.83531152448,3365545.5278006354,254374.83531152448,3365505.5278006354,254454.83531152448,3365585.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365585.581777117]"
s80_x254414.835_y3365605.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365605.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,1,144,144,254414.83531152448,3365605.5278006354,254374.83531152448,3365565.5278006354,254454.83531152448,3365645.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365645.7068561036]"
s80_x254414.835_y3365665.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254414.835_y3365665.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,538,-107,144,144,254414.83531152448,3365665.5278006354,254374.83531152448,3365625.5278006354,254454.83531152448,3365705.5278006354,"[0.556713694315995, 0.0, 254374.34727906648, 0.0, -0.556713694315995, 3365705.8319350895]"
s80_x254474.835_y3365065.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365065.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,971,144,144,254474.83531152448,3365065.5278006354,254434.83531152448,3365025.5278006354,254514.83531152448,3365105.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365105.694572617]"
s80_x254474.835_y3365125.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365125.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,863,144,144,254474.83531152448,3365125.5278006354,254434.83531152448,3365085.5278006354,254514.83531152448,3365165.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365165.8196516032]"
s80_x254474.835_y3365185.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365185.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,755,144,144,254474.83531152448,3365185.5278006354,254434.83531152448,3365145.5278006354,254514.83531152448,3365225.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365225.944730589]"
s80_x254474.835_y3365245.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365245.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,648,144,144,254474.83531152448,3365245.5278006354,254434.83531152448,3365205.5278006354,254514.83531152448,3365285.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365285.513095881]"
s80_x254474.835_y3365305.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365305.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,540,144,144,254474.83531152448,3365305.5278006354,254434.83531152448,3365265.5278006354,254514.83531152448,3365345.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365345.6381748673]"
s80_x254474.835_y3365365.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365365.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,432,144,144,254474.83531152448,3365365.5278006354,254434.83531152448,3365325.5278006354,254514.83531152448,3365405.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365405.763253853]"
s80_x254474.835_y3365425.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365425.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,324,144,144,254474.83531152448,3365425.5278006354,254434.83531152448,3365385.5278006354,254514.83531152448,3365465.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365465.8883328396]"
s80_x254474.835_y3365485.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365485.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,216,144,144,254474.83531152448,3365485.5278006354,254434.83531152448,3365445.5278006354,254514.83531152448,3365525.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365526.0134118255]"
s80_x254474.835_y3365545.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365545.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,109,144,144,254474.83531152448,3365545.5278006354,254434.83531152448,3365505.5278006354,254514.83531152448,3365585.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365585.581777117]"
s80_x254474.835_y3365605.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365605.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,1,144,144,254474.83531152448,3365605.5278006354,254434.83531152448,3365565.5278006354,254514.83531152448,3365645.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365645.7068561036]"
s80_x254474.835_y3365665.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254474.835_y3365665.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,646,-107,144,144,254474.83531152448,3365665.5278006354,254434.83531152448,3365625.5278006354,254514.83531152448,3365705.5278006354,"[0.556713694315995, 0.0, 254434.47235805262, 0.0, -0.556713694315995, 3365705.8319350895]"
s80_x254534.835_y3365065.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365065.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,971,144,144,254534.83531152448,3365065.5278006354,254494.83531152448,3365025.5278006354,254574.83531152448,3365105.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365105.694572617]"
s80_x254534.835_y3365125.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365125.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,863,144,144,254534.83531152448,3365125.5278006354,254494.83531152448,3365085.5278006354,254574.83531152448,3365165.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365165.8196516032]"
s80_x254534.835_y3365185.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365185.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,755,144,144,254534.83531152448,3365185.5278006354,254494.83531152448,3365145.5278006354,254574.83531152448,3365225.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365225.944730589]"
s80_x254534.835_y3365245.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365245.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,648,144,144,254534.83531152448,3365245.5278006354,254494.83531152448,3365205.5278006354,254574.83531152448,3365285.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365285.513095881]"
s80_x254534.835_y3365305.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365305.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,540,144,144,254534.83531152448,3365305.5278006354,254494.83531152448,3365265.5278006354,254574.83531152448,3365345.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365345.6381748673]"
s80_x254534.835_y3365365.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365365.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,432,144,144,254534.83531152448,3365365.5278006354,254494.83531152448,3365325.5278006354,254574.83531152448,3365405.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365405.763253853]"
s80_x254534.835_y3365425.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365425.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,324,144,144,254534.83531152448,3365425.5278006354,254494.83531152448,3365385.5278006354,254574.83531152448,3365465.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365465.8883328396]"
s80_x254534.835_y3365485.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365485.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,216,144,144,254534.83531152448,3365485.5278006354,254494.83531152448,3365445.5278006354,254574.83531152448,3365525.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365526.0134118255]"
s80_x254534.835_y3365545.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365545.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,109,144,144,254534.83531152448,3365545.5278006354,254494.83531152448,3365505.5278006354,254574.83531152448,3365585.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365585.581777117]"
s80_x254534.835_y3365605.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365605.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,1,144,144,254534.83531152448,3365605.5278006354,254494.83531152448,3365565.5278006354,254574.83531152448,3365645.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365645.7068561036]"
s80_x254534.835_y3365665.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254534.835_y3365665.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,754,-107,144,144,254534.83531152448,3365665.5278006354,254494.83531152448,3365625.5278006354,254574.83531152448,3365705.5278006354,"[0.556713694315995, 0.0, 254494.59743703876, 0.0, -0.556713694315995, 3365705.8319350895]"
s80_x254594.835_y3365065.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365065.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,971,144,144,254594.83531152448,3365065.5278006354,254554.83531152448,3365025.5278006354,254634.83531152448,3365105.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365105.694572617]"
s80_x254594.835_y3365125.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365125.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,863,144,144,254594.83531152448,3365125.5278006354,254554.83531152448,3365085.5278006354,254634.83531152448,3365165.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365165.8196516032]"
s80_x254594.835_y3365185.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365185.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,755,144,144,254594.83531152448,3365185.5278006354,254554.83531152448,3365145.5278006354,254634.83531152448,3365225.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365225.944730589]"
s80_x254594.835_y3365245.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365245.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,648,144,144,254594.83531152448,3365245.5278006354,254554.83531152448,3365205.5278006354,254634.83531152448,3365285.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365285.513095881]"
s80_x254594.835_y3365305.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365305.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,540,144,144,254594.83531152448,3365305.5278006354,254554.83531152448,3365265.5278006354,254634.83531152448,3365345.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365345.6381748673]"
s80_x254594.835_y3365365.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365365.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,432,144,144,254594.83531152448,3365365.5278006354,254554.83531152448,3365325.5278006354,254634.83531152448,3365405.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365405.763253853]"
s80_x254594.835_y3365425.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365425.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,324,144,144,254594.83531152448,3365425.5278006354,254554.83531152448,3365385.5278006354,254634.83531152448,3365465.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365465.8883328396]"
s80_x254594.835_y3365485.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365485.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,216,144,144,254594.83531152448,3365485.5278006354,254554.83531152448,3365445.5278006354,254634.83531152448,3365525.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365526.0134118255]"
s80_x254594.835_y3365545.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365545.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,109,144,144,254594.83531152448,3365545.5278006354,254554.83531152448,3365505.5278006354,254634.83531152448,3365585.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365585.581777117]"
s80_x254594.835_y3365605.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365605.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,1,144,144,254594.83531152448,3365605.5278006354,254554.83531152448,3365565.5278006354,254634.83531152448,3365645.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365645.7068561036]"
s80_x254594.835_y3365665.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254594.835_y3365665.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,862,-107,144,144,254594.83531152448,3365665.5278006354,254554.83531152448,3365625.5278006354,254634.83531152448,3365705.5278006354,"[0.556713694315995, 0.0, 254554.72251602486, 0.0, -0.556713694315995, 3365705.8319350895]"
s80_x254654.835_y3365065.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365065.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,971,144,144,254654.83531152448,3365065.5278006354,254614.83531152448,3365025.5278006354,254694.83531152448,3365105.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365105.694572617]"
s80_x254654.835_y3365125.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365125.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,863,144,144,254654.83531152448,3365125.5278006354,254614.83531152448,3365085.5278006354,254694.83531152448,3365165.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365165.8196516032]"
s80_x254654.835_y3365185.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365185.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,755,144,144,254654.83531152448,3365185.5278006354,254614.83531152448,3365145.5278006354,254694.83531152448,3365225.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365225.944730589]"
s80_x254654.835_y3365245.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365245.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,648,144,144,254654.83531152448,3365245.5278006354,254614.83531152448,3365205.5278006354,254694.83531152448,3365285.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365285.513095881]"
s80_x254654.835_y3365305.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365305.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,540,144,144,254654.83531152448,3365305.5278006354,254614.83531152448,3365265.5278006354,254694.83531152448,3365345.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365345.6381748673]"
s80_x254654.835_y3365365.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365365.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,432,144,144,254654.83531152448,3365365.5278006354,254614.83531152448,3365325.5278006354,254694.83531152448,3365405.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365405.763253853]"
s80_x254654.835_y3365425.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365425.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,324,144,144,254654.83531152448,3365425.5278006354,254614.83531152448,3365385.5278006354,254694.83531152448,3365465.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365465.8883328396]"
s80_x254654.835_y3365485.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365485.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,216,144,144,254654.83531152448,3365485.5278006354,254614.83531152448,3365445.5278006354,254694.83531152448,3365525.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365526.0134118255]"
s80_x254654.835_y3365545.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365545.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,109,144,144,254654.83531152448,3365545.5278006354,254614.83531152448,3365505.5278006354,254694.83531152448,3365585.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365585.581777117]"
s80_x254654.835_y3365605.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365605.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,1,144,144,254654.83531152448,3365605.5278006354,254614.83531152448,3365565.5278006354,254694.83531152448,3365645.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365645.7068561036]"
s80_x254654.835_y3365665.528,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254654.835_y3365665.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,970,-107,144,144,254654.83531152448,3365665.5278006354,254614.83531152448,3365625.5278006354,254694.83531152448,3365705.5278006354,"[0.556713694315995, 0.0, 254614.847595011, 0.0, -0.556713694315995, 3365705.8319350895]"
s120_x254134.835_y3365085.528,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254134.835_y3365085.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,0,899,216,216,254134.83531152448,3365085.5278006354,254074.83531152448,3365025.5278006354,254194.83531152448,3365145.5278006354,"[0.556713694315995, 0.0, 254074.83531152448, 0.0, -0.556713694315995, 3365145.7779586078]"
s120_x254134.835_y3365175.528,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254134.835_y3365175.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,0,737,216,216,254134.83531152448,3365175.5278006354,254074.83531152448,3365115.5278006354,254194.83531152448,3365235.5278006354,"[0.556713694315995, 0.0, 254074.83531152448, 0.0, -0.556713694315995, 3365235.965577087]"
s120_x254134.835_y3365265.528,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254134.835_y3365265.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,0,576,216,216,254134.83531152448,3365265.5278006354,254074.83531152448,3365205.5278006354,254194.83531152448,3365325.5278006354,"[0.556713694315995, 0.0, 254074.83531152448, 0.0, -0.556713694315995, 3365325.596481872]"
